cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"021","021000072","21166","CHENOVE","","","","02100155477","2022-01-05","13h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100155678","2022-01-18","09h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100155828","2022-02-02","11h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","021001934","SM DE CHENOVE","100 %","02100155856","2022-02-02","08h40","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100155987","2022-02-15","09h22","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100156216","2022-03-02","08h45","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100156698","2022-04-06","11h45","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","021001934","SM DE CHENOVE","100 %","02100156699","2022-04-06","11h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100156896","2022-04-19","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
"021","021000072","21166","CHENOVE","","","","02100157171","2022-05-09","09h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","DIJON METROPOLE, RESEAU DE CHENOVE","SUEZ EAU FRANCE - DIJON METROPOLE","DIJON METROPOLE","C","C","C","C"
