cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"064","064000316","64006","ACCOUS","","","","06400210887","2024-01-29","13h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","C","C"
"064","064000316","64006","ACCOUS","064000987","STATION CARE","100 %","06400211520","2024-03-25","12h15","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","C","C"
"064","064000316","64006","ACCOUS","","","","06400212364","2024-06-03","11h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","C","C"
"064","064000316","64006","ACCOUS","064000987","STATION CARE","100 %","06400214100","2024-08-12","12h50","Eau d'alimentation conforme aux limites de qualité. On constate cependant la présence de bactéries coliformes.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","N","C"
"064","064000316","64006","ACCOUS","","","","06400215067","2024-10-09","13h12","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","C","C"
"064","064000316","64006","ACCOUS","","","","06400215657","2024-11-26","12h00","Eau d'alimentation conforme aux limites de qualité. On constate cependant la présence de bactéries coliformes. Vérifier le fonctionnement de la station de traitement.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","N","C"
"064","064000317","64006","ACCOUS","064004039","STATION BISCOS (L)","100 %","06400211721","2024-03-25","10h45","Eau d'alimentation conforme aux limites de qualité. Cette eau est peu minéralisée et agressive, elle peut provoquer la corrosion des parties métalliques du réseau et des équipements.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","C","N"
"064","064000317","64006","ACCOUS","","","","06400212366","2024-06-03","10h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","C","C"
"064","064000317","64006","ACCOUS","064004039","STATION BISCOS (L)","100 %","06400213989","2024-08-12","11h40","Eau d'alimentation conforme aux limites de qualité. On constate cependant la présence de bactéries coliformes. Procéder à un nettoyage et une désinfection des ouvrages de captage et de distribution. Eau peu minéralisée susceptible d'être agressive pour les canalisations.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","C","C","N","N"
"064","064000317","64006","ACCOUS","","","","06400215066","2024-10-09","13h10","Eau d'alimentation non-conforme aux exigences de qualité. Eau de mauvaise qualité bactériologique. Eau peu minéralisée susceptible d'être agressive pour les canalisations.","ACCOUS","MAIRIE DE ACCOUS","MAIRIE DE ACCOUS","N","C","C","N"
