cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"015","015000011","15122","MAURS","","","","01500118117","2024-01-08","10h49","Eau de qualité sanitaire satisfaisante. Cependant, taux de chlore élevé.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500118129","2024-01-08","10h05","Résultats d'analyses conformes à la norme. Toutefois, présence excessive de germes à 22 et 36°C : eau de qualité sanitaire non satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500118130","2024-01-08","11h14","Eau de qualité sanitaire satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","015000286","TTP CHLORE LA ROUMIGUIERE DE MAURS","100 %","01500118250","2024-01-08","10h28","Eau de qualité sanitaire satisfaisante, cependant présence d'ESA Metol achlore traduisant la vulnérabilité de la ressource vis à vis des pesticides. Il est demandé au distributeur d'eau d'en identifier préventivement l'origine possible.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500118979","2024-04-16","09h59","Eau de qualité sanitaire satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500118980","2024-04-16","09h48","Résultats d'analyses conformes à la norme. Toutefois, présence excessive de germes à 22°C et 36°C : eau de qualité sanitaire non satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500119095","2024-04-16","09h01","Eau de qualité sanitaire satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","015000286","TTP CHLORE LA ROUMIGUIERE DE MAURS","100 %","01500119334","2024-04-16","08h47","Eau de qualité sanitaire satisfaisante, cependant présence d'ESA Metol achlore traduisant la vulnérabilité de la ressource vis à vis des pesticides. Il est demandé au distributeur d'eau d'en identifier préventivement l'origine possible.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500119533","2024-07-02","10h55","Eau de qualité sanitaire satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
"015","015000011","15122","MAURS","","","","01500119682","2024-07-02","11h12","Eau de qualité sanitaire satisfaisante.","SYND PAYS MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","SYND PAYS DE MAURS RIVES D'OLT","C","C","C","C"
