cddept,referenceprel,cdparametresiseeaux,cdparametre,libmajparametre,libminparametre,libwebparametre,qualitparam,insituana,rqana,cdunitereferencesiseeaux,cdunitereference,limitequal,refqual,valtraduite,casparam,referenceanl
"086","08600124661","ASP","6489","ASPECT (QUALITATIF)","Aspect (qualitatif)",,"O","L","Aspect normal","SANS OBJET","X","","","0.000000","","08600124659"
"086","08600124661","BSIR","1042","BACT. ET SPORES SULFITO-RÉDU./100ML","Bact. et spores sulfito-rédu./100ml",,"N","L","0","n/(100mL)","226","","<=0 n/(100mL)","0.000000","","08600124659"
"086","08600124661","CDT25","1303","CONDUCTIVITÉ À 25°C","Conductivité à 25°C",,"N","T","628","µS/cm","147","",">=200 et <=1100 µS/cm","628.000000","",""
"086","08600124661","CL2LIB","1398","CHLORE LIBRE","Chlore libre",,"N","T","0,3","mg(Cl2)/L","165","","","0.300000","",""
"086","08600124661","CL2TOT","1399","CHLORE TOTAL","Chlore total",,"N","T","0,3","mg(Cl2)/L","165","","","0.300000","",""
"086","08600124661","COULQ","5900","COULEUR (QUALITATIF)","Couleur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"086","08600124661","CTF","1447","BACTÉRIES COLIFORMES /100ML-MS","Bactéries coliformes /100ml-MS",,"N","L","0","n/(100mL)","226","","<=0 n/(100mL)","0.000000","","08600124659"
"086","08600124661","ECOLI","1449","ESCHERICHIA COLI /100ML - MF","Escherichia coli /100ml - MF",,"N","L","0","n/(100mL)","226","<=0 n/(100mL)","","0.000000","","08600124659"
"086","08600124661","GT22_68","5440","BACT. AÉR. REVIVIFIABLES À 22°-68H","Bact. aér. revivifiables à 22°-68h",,"N","L","4","n/mL","222","","","4.000000","","08600124659"
"086","08600124661","GT36_44","5441","BACT. AÉR. REVIVIFIABLES À 36°-44H","Bact. aér. revivifiables à 36°-44h",,"N","L","0","n/mL","222","","","0.000000","","08600124659"
"086","08600124661","NH4","1335","AMMONIUM (EN NH4)","Ammonium (en NH4)",,"N","L","<0,01","mg/L","162","","<=0,1 mg/L","0.000000","14798-03-9","08600124659"
"086","08600124661","NO3","1340","NITRATES (EN NO3)","Nitrates (en NO3)",,"N","L","31","mg/L","162","<=50 mg/L","","31.000000","14797-55-8","08600124659"
"086","08600124661","ODQ","5901","ODEUR (QUALITATIF)","Odeur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"086","08600124661","PH","1302","PH ","pH",,"N","T","7,3","unité pH","264","",">=6,5 et <=9 unité pH","7.300000","",""
"086","08600124661","SAVQ","5902","SAVEUR (QUALITATIF)","Saveur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"086","08600124661","STRF","6455","ENTÉROCOQUES /100ML-MS","Entérocoques /100ml-MS",,"N","L","0","n/(100mL)","226","<=0 n/(100mL)","","0.000000","","08600124659"
"086","08600124661","TEAU","1301","TEMPÉRATURE DE L'EAU","Température de l'eau",,"N","T","12","°C","27","","<=25 °C","12.000000","",""
"086","08600124661","TURBNFU","1295","TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU","Turbidité néphélométrique NFU",,"N","L","<0,30","NFU","232","","<=2 NFU","0.000000","","08600124659"
"086","08600124662","ASP","6489","ASPECT (QUALITATIF)","Aspect (qualitatif)",,"O","L","Aspect normal","SANS OBJET","X","","","0.000000","","08600124660"
"086","08600124662","BSIR","1042","BACT. ET SPORES SULFITO-RÉDU./100ML","Bact. et spores sulfito-rédu./100ml",,"N","L","0","n/(100mL)","226","","<=0 n/(100mL)","0.000000","","08600124660"
"086","08600124662","CDT25","1303","CONDUCTIVITÉ À 25°C","Conductivité à 25°C",,"N","T","633","µS/cm","147","",">=200 et <=1100 µS/cm","633.000000","",""
"086","08600124662","CL2LIB","1398","CHLORE LIBRE","Chlore libre",,"N","T","0,3","mg(Cl2)/L","165","","","0.300000","",""
"086","08600124662","CL2TOT","1399","CHLORE TOTAL","Chlore total",,"N","T","0,3","mg(Cl2)/L","165","","","0.300000","",""
"086","08600124662","COULQ","5900","COULEUR (QUALITATIF)","Couleur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"086","08600124662","CTF","1447","BACTÉRIES COLIFORMES /100ML-MS","Bactéries coliformes /100ml-MS",,"N","L","0","n/(100mL)","226","","<=0 n/(100mL)","0.000000","","08600124660"
"086","08600124662","ECOLI","1449","ESCHERICHIA COLI /100ML - MF","Escherichia coli /100ml - MF",,"N","L","0","n/(100mL)","226","<=0 n/(100mL)","","0.000000","","08600124660"
"086","08600124662","GT22_68","5440","BACT. AÉR. REVIVIFIABLES À 22°-68H","Bact. aér. revivifiables à 22°-68h",,"N","L","2","n/mL","222","","","2.000000","","08600124660"
"086","08600124662","GT36_44","5441","BACT. AÉR. REVIVIFIABLES À 36°-44H","Bact. aér. revivifiables à 36°-44h",,"N","L","0","n/mL","222","","","0.000000","","08600124660"
"086","08600124662","NH4","1335","AMMONIUM (EN NH4)","Ammonium (en NH4)",,"N","L","<0,01","mg/L","162","","<=0,1 mg/L","0.000000","14798-03-9","08600124660"
