cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"037","037000038","37205","SACHE","","","","03700121728","2023-01-04","09h40","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37186","PONT-DE-RUAN","","","","03700122011","2023-02-17","09h40","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37006","ARTANNES-SUR-INDRE","037001228","STATION - PLANCHE CHAQUENAUX","100 %","03700122186","2023-02-15","09h37","Eau d'alimentation, prélevée en production, conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37006","ARTANNES-SUR-INDRE","","","","03700122301","2023-03-23","08h41","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37006","ARTANNES-SUR-INDRE","","","","03700122728","2023-04-18","09h03","Eau en sortie production conforme aux limites de qualité en vigueur pour l'ensemble des paramètres mesurés. On note la présence de traces de 3 pesticides non pertinents, paramètres non soumis aux limites de qualité du code de la santé publique, intégrés au contrôle sanitaire des eaux car soumis à l'application d'une valeur indicative de 0,90 µg /L. Nous notons la présence de traces de Composés Organohalogénés Vola tils (3 substances = solvants pour de nombreux procédés chimiques).","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","N"
"037","037000038","37205","SACHE","","","","03700122795","2023-04-26","09h33","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37186","PONT-DE-RUAN","","","","03700122985","2023-05-22","10h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37205","SACHE","","","","03700123277","2023-06-15","10h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
"037","037000038","37006","ARTANNES-SUR-INDRE","037001228","STATION - PLANCHE CHAQUENAUX","100 %","03700123452","2023-06-21","09h39","Eau d'alimentation, prélevée en production, conforme aux limites de qualité. Eau incrustante. L'activité alpha globale est supérieure à 0,1 Bq/l. L'activité de chacun des radionucléides naturels mentionnés à l'article 5a de l'arrêté du 12 mai 2004 doit être mesurée. L'ARS a programmé un nouveau contrôle en application des articles R.1321-17 et R.1321-20 du code de la santé publique. Nous notons la présence de traces de Composés Organohalogénés Volatils (Ethylbenzène et Xylène = solvants pour de nombreux procédés chimiques).","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","N"
"037","037000038","37006","ARTANNES-SUR-INDRE","","","","03700123698","2023-07-26","09h51","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC TOURAINE VALLEE DE L'INDRE ","VEOLIA EAU CGE","CC TOURAINE VALLEE DE L'INDRE","C","C","C","C"
